"Category","Description","Data.Carbohydrate","Data.Fiber","Data.Kilocalories","Data.Protein","Data.Sugar Total","Data.Water","Data.Fat.Saturated Fat","Data.Fat.Total Lipid"
"BEEF","BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",0,0,129,21.69,0,73.25,1.578,4
"BF","BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD",0,0,168,29.08,0,65.68,1.901,4.84
"BF","BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",0,0,141,20.67,0,72.51,1.985,5.88
"BF","BF,CHK,CLD,TOP & CNTR ,STK,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",0,0,182,26.3,0,64.88,2.765,7.66
"BEEF","BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",0,0,176,18.99,0,70.46,3.945,10.52
"BF","BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",0,0,222,24.93,0,62.04,5.095,12.79
"BEEF","BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",0,0,143,20.93,0,72.45,2.163,5.89
"BF","BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",0,0,177,27.12,0,65.46,2.527,6.78
"BF","BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL,RAW",0,0,142,21.59,0,72.19,2,5.53
"BF","BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",0,0,182,27.52,0,64.28,2.541,7.1
"BF","BF,CHK, CLOD,SHLDR TENDER,MED,LN & FAT,0"" FAT,SE,CKD,GRILLED",0,0,172,26.45,0,65.79,1.7,6.43
"USDA COMMODITY","USDA COMMODITY,BF PATTIES W/VPP,FRZ,CKD",7.89,1.399999976,247,15.64,0,58.54,6.253,16.94
"USDA COMMODITY","USDA COMMODITY,BF,GROUND BULK/COARSE GROUND,FRZ,CKD",0,0,259,26.06,0,56.49,5.744,16.34
"USDA COMMODITY","USDA COMMODITY,BF,PATTIES (100%),FRZ,CKD",0.91,0,249,22.98,0,58.77,6.252,16.37
"USDA COMMODITY","USDA COMMODITY,BF PATTIES W/VPP,FRZ,RAW",3.84,1.299999952,225,15.21,0,63.35,5.872,16.48
"USDA COMMODITY","USDA COMMODITY,BF,PATTIES (100%),FRZ,RAW",0,0,204,14.63,0,64.72,6.333,15.69
"USDA COMMODITY","USDA COMMODITY,BF,GROUND,BULK/COARSE GROUND,FRZ,RAW",0,0,228,17.37,0,65.81,6.813,17.07
"BEEF","BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,ALL GRDS,CKD,BRLD",0,0,159,25.9,0,66.27,1.828,5.42
"BEEF","BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRLD",0,0,203,26.13,0,62.72,3.25,10.16
"BEEF","BEEF,CHUCK,CLOD RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",0,0,172,26.82,0,64.32,2.037,6.34
"BEEF","BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRSD",0,0,192,29.87,0,59.77,2.267,7.18
"BEEF","BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",0,0,161,25.73,0,65.57,1.721,5.72
"BEEF","BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",0,0,159,26.08,0,67.09,2.09,5.24
"BEEF","BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",0,0,227,25.77,0,60.69,4.162,12.93
"BEEF","BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",0,0,200,25.67,0,62.86,3.533,9.99
"BEEF","BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,USDA CHOIC,CKD,RSTD",0,0,216,24.61,0,60.38,4.285,12.26
"BEEF","BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,USDA SEL,CKD,RSTD",0,0,196,27.3,0,62.13,3.349,8.76
"BEEF","BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRSD",0,0,231,28.06,0,56.27,4.157,12.28
"BEEF","BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,USDA SEL,CKD,BRSD",0,0,205,29.84,0,59.16,3.183,8.55
"BEEF","BEEF,PLATE,SKIRT STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,0,220,26.13,0,60.34,4.666,12.05
"BEEF","BEEF,PLATE,OUTSIDE SKIRT,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,0,255,23.51,0,57.16,7.083,17.13
"BEEF","BEEF,SIRLOIN,TRI-TIP STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,0,265,29.97,0,50.5,5.707,15.18
"BEEF","BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,0,160,25.87,0,66.19,1.871,5.52
"BEEF","BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,0,216,25.73,0,61.57,3.906,11.73
"BEEF","BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",0,0,207,25.7,0,61.09,3.904,10.84
"BEEF","BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",0,0,220,28.79,0,57.45,3.76,10.76
"BEEF","BEEF,GROUND,95% LN MEAT / 5% FAT,RAW",0,0,137,21.41,0,73.28,2.25,5
"BEEF","BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD",0,0,171,26.29,0,66.03,2.977,6.55
"BEEF","BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED",0,0,164,25.8,0,66.9,2.698,5.94
"BEEF","BEEF,GROUND,95% LN MEAT / 5% FAT,CRUMBLES,CKD,PAN-BROWNED",0,0,193,29.17,0,62.58,3.441,7.58
"BEEF","BEEF,GROUND,95% LN MEAT / 5% FAT,LOAF,CKD,BKD",0,0,174,27.31,0,64.76,2.891,6.37
"BEEF","BEEF,GROUND,90% LN MEAT / 10% FAT,RAW",0,0,176,20,0,69.5,4.058,10
"BEEF","BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,BRLD",0,0,217,26.11,0,61.35,4.627,11.73
"BEEF","BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED",0,0,204,25.21,0,63.21,4.218,10.68
"BEEF","BEEF,GROUND,90% LN MEAT / 10% FAT,CRUMBLES,CKD,PAN-BROWNED",0,0,230,28.45,0,58.58,4.752,12.04
"BEEF","BEEF,GROUND,90% LN MEAT / 10% FAT,LOAF,CKD,BKD",0,0,214,26.62,0,61.33,4.379,11.1
"BEEF","BEEF,GROUND,85% LN MEAT / 15% FAT,RAW",0,0,215,18.59,0,65.72,5.866,15
"BEEF","BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,BRLD",0,0,250,25.93,0,58.03,5.887,15.48
"BEEF","BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,PAN-BROILED",0,0,232,24.62,0,60.61,5.335,14.02
"BEEF","BEEF,GROUND,85% LN MEAT / 15% FAT,CRUMBLES,CKD,PAN-BROWNED",0,0,256,27.73,0,55.9,5.821,15.3
"BEEF","BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD",0,0,240,25.93,0,58.98,5.464,14.36
"BEEF","BEEF,GROUND,80% LN MEAT / 20% FAT,RAW",0,0,254,17.17,0,61.94,7.673,20
"BEEF","BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD",0,0,271,25.75,0,56.08,6.758,17.82
"BEEF","BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED",0,0,246,24.04,0,59.11,6.051,15.94
"BEEF","BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED",0,0,272,27,0,54.54,6.593,17.36
"BEEF","BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD",0,0,254,25.25,0,57.7,6.138,16.17
"BEEF","BEEF,GROUND,75% LN MEAT / 25% FAT,RAW",0,0,293,15.76,0,58.16,9.481,25
"BEEF","BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD",0,0,278,25.56,0,55.49,7.238,18.72
"BEEF","BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED",0,0,248,23.45,0,58.69,6.36,16.44
"BEEF","BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED",0,0,277,26.28,0,54.5,7.044,18.21
"BEEF","BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD",0,0,254,24.56,0,57.5,6.382,16.5
"BEEF","BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,RAW",0,0,134,22.53,0,72.9,1.553,4.2
"BEEF","BEEF,TENDERLOIN,LN,1/8"" FAT,SEL,RAW",0,0,148,22.06,0,71.11,2.191,5.93
"BEEF","BEEF,TOP SIRLOIN,LN,1/8"" FAT,SEL,RAW",0,0,127,22.27,0,73.31,1.307,3.54
"BEEF","BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,SEL,RAW",0,0,133,23.07,0,72.68,1.432,3.88
"BEEF","BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD",0,0,188,30.87,0,62.45,2.369,6.22
"BEEF","BEEF,TENDERLOIN,LN,1/8"" FAT,SEL,CKD,BRLD",0,0,194,29.07,0,62.67,2.953,7.76
"BEEF","BEEF,TOP SIRLOIN,LN,1/8"" FAT,SEL,CKD,BRLD",0,0,170,29.34,0,65.47,1.889,4.96
"BEEF","BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,SEL,CKD,BRLD",0,0,177,29.44,0,64.65,2.183,5.73
"BEEF","BEEF,RND,BTTM RND LN,1/8"" FAT,SEL,CKD,RSTD",0,0,164,28.45,0,66.61,1.608,4.67
"BEEF","BEEF,RND,EYE OF RND RST,LN,1/8"" FAT,SEL,CKD,RSTD",0,0,163,29.59,0,66.31,1.416,4.11
"BEEF","BEEF,RND,TOP RND,LN,1/8"" FAT,SEL,CKD,BRLD",0,0,177,31.61,0,62.79,1.602,4.65
"BEEF","BEEF,RND,BTTM RND,LN,1/8"" FAT,SEL,CKD,BRSD",0,0,205,34.46,0,58.64,2.216,6.43
"BEEF","BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,RAW",0,0,128,22.19,0,72.58,1.476,4.31
"BEEF","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",0,0,196,33.15,0,60.61,2.274,6
"BEEF","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW",0,0,127,21.57,0,73.76,1.425,3.84
"BEEF","BEEF,RND,EYE OF RND,LN,1/8"" FAT,ALL GRDS,RAW",0,0,124,22.6,0,73.43,1.027,3
"BEEF","BEEF,RND,EYE OF RND,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",0,0,169,29.73,0,65.52,1.624,4.71
"BEEF","BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,RAW",0,0,141,22.33,0,69.95,0,5.04
"BEEF","BEEF,TENDERLOIN,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0,0,200,29.04,0,62.93,3.195,8.39
"BEEF","BEEF,TENDERLOIN,LN,1/8"" FAT,ALL GRDS,RAW",0,0,153,22.12,0,70.62,2.412,6.52
"BEEF","BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",0,0,214,34.66,0,57.84,2.788,7.36
"BEEF","BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,RAW",0,0,132,22.11,0,73.32,1.553,4.19
"BEEF","BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,CKD",0,0,163,28,0,65.93,1.972,5.72
"BEEF","BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",0,0,216,34.34,0,57.54,2.663,7.73
"BEEF","BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0,0,189,29.3,0,63.32,2.7,7.09
"BEEF","BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,ALL GRDS,RAW",0,0,138,22.93,0,71.49,1.905,5.15
"BEEF","BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0,0,185,31.82,0,61.96,1.878,5.45
"BEEF","BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,RAW",0,0,135,22.91,0,75.02,1.399,4.09
"BEEF","BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0,0,178,29.42,0,64.29,2.224,5.84
"BEEF","BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,RAW",0,0,131,22.09,0,72.91,1.508,4.08
"BEEF","BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",0,0,139,21.96,0,72.51,1.875,5.05
"BEEF","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW",0,0,129,21.69,0,73.27,1.508,4.06
"BEEF","BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD",0,0,224,34.72,0,56.39,3.17,8.37
"BEEF","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,CKD,BRSD",0,0,203,33.13,0,59.82,2.572,6.79
"BEEF","BEEF,RND,EYE OF RND,LN,1/8"" FAT,CHOIC,RAW",0,0,128,22.88,0,72.89,1.158,3.38
"BEEF","BEEF,RND,TOP RND LN,1/8"" FAT,CHOIC,RAW",0,0,140,22.69,0,71.44,1.637,4.78
"BEEF","BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,RAW",0,0,140,22.22,0,71.99,1.699,4.96
"BEEF","BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,CKD,RSTD",0,0,179,27.56,0,65.26,2.334,6.77
"BEEF","BEEF,RND,EYE OF RND LN,1/8"" FAT,CHOIC,CKD,RSTD",0,0,175,29.87,0,64.73,1.828,5.3
"BEEF","BEEF,RND,TOP RND,LN,1/8"" FAT,CHOIC,CKD,BRLD",0,0,193,32.04,0,61.13,2.154,6.25
"BEEF","BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,CKD,BRSD",0,0,228,34.22,0,56.44,3.109,9.02
"BEEF","BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",0,0,148,22.12,0,71.28,2.183,5.91
"BEEF","BEEF,TENDERLOIN,LN,1/8"" FAT,CHOIC,RAW",0,0,158,22.17,0,70.17,2.612,7.07
"BEEF","BEEF,TOP SIRLOIN,LN,1/8"" FAT,CHOIC,RAW",0,0,135,21.91,0,72.51,1.709,4.62
"BEEF","BEEF,RIB,SML END (RIBS 10-12),LN,1/8""FAT,CHOIC,CKD,BRLD",0,0,202,28.29,0,62.22,3.445,9.05
"BEEF","BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,CHOIC,RAW",0,0,155,22.78,0,70.3,2.378,6.43
"BEEF","BEEF,TENDERLOIN,LN,1/8"" FAT,CHOIC,CKD,BRLD",0,0,206,29.01,0,61.68,3.465,9.1
"BEEF","BEEF,TOP SIRLOIN,LN,1/8"" FAT,CHOIC,CKD,BRLD",0,0,187,29.51,0,63.27,2.56,6.72
"BEEF","BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,CHOIC,CKD,BRLD",0,0,201,29.16,0,61.99,3.217,8.45
"BEEF","BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW",0,0,125,22.26,0,74.12,1.232,3.32
"BEEF","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW",0,0,124,21.45,0,74.26,1.34,3.61
"BEEF","BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD",0,0,205,34.6,0,59.29,2.406,6.35
"BEEF","BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD",0,0,189,33.18,0,61.39,1.973,5.21
"BEEF","BEEF,RND,EYE OF RND,LN,1/8"" FAT,SEL,RAW",0,0,119,22.31,0,73.97,0.898,2.62
"BEEF","BEEF,RND,TOP RND,LN,1/8"" FAT,SEL,RAW",0,0,129,23.13,0,72.63,1.154,3.37
"BEEF","BEEF,RND,BTTM RND,LN,1/8"" FAT,SEL,RAW",0,0,128,22.18,0,73.17,1.253,3.66
"BEEF","BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0,0,195,29.58,0,64.27,2.907,7.63
"BEEF","BEEF,VAR MEATS & BY-PRODUCTS,TRIPE,CKD,SIMMRD",1.99,0,94,11.71,0,81.65,1.357,4.05
"BEEF","BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,ALL GRDS,RAW",0,0,142,21.26,0,72.41,1.729,5.63
"BEEF","BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,CHOIC,CKD,RSTD",0,0,193,26.34,0,63.79,3.527,9.73
"BEEF","BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,CHOIC,RAW",0,0,154,21.17,0,71.33,2.132,7.06
"BEEF","BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,SEL,CKD,RSTD",0,0,179,27.17,0,65.55,2.517,6.95
"BEEF","BEEF,BTTM SIRLOIN,TRI-TIP,LN,0"" FAT,SEL,RAW",0,0,129,21.34,0,73.48,1.5,4.21
"BEEF","BEEF,RND,TIP RND,LN,0"" FAT,ALL GRDS,RAW",0,0,126,21.07,0,74.48,1.376,3.95
"BEEF","BEEF,RND,TIP RND,LN,0"" FAT,CHOIC,RAW",0,0,130,20.76,0,73.98,1.556,4.55
"BEEF","BEEF,RND,TIP RND,LN,0"" FAT,SEL,RAW",0,0,122,21.38,0,74.99,1.147,3.35
"BEEF","BEEF,FLANK,LN,0"" FAT,ALL GRDS,CKD,BRLD",0,0,186,27.89,0,64.79,3.07,7.4
"BEEF","BEEF,FLANK,LN,0"" FAT,SEL,CKD,BRLD",0,0,178,27.96,0,65.51,2.688,6.48
"BEEF","BEEF,FLANK,LN,0"" FAT,ALL GRDS,RAW",0,0,141,21.57,0,72.08,2.058,5.47
"BEEF","BEEF,FLANK,LN,0"" FAT,SEL,RAW",0,0,137,21.43,0,72.84,2.074,5
"BEEF","BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,RAW",0.12,0,278,18.12,0,58.8,8.939,22.15
"BEEF","BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,RAW",0,0,276,17.77,0,59.34,8.963,22.21
"BEEF","BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,CHOIC,CKD,BRSD",0,0,298,28.66,0,51.58,8.219,19.47
"BEEF","BEEF,GROUND BF CALCULATOR - USER SELECTS LEAN/FAT PERCENTAGE",0,0,0,0,0,0,0,0
"POPCORN","POPCORN,OIL-POPPED,LOFAT",76.04,13.60000038,402,10.72,0.649999976,4.22,1.184,6.1
"POPCORN","POPCORN,OIL-POPPED,LOFAT",72,14.19999981,424,12.6,0.920000017,2.8,1.415,9.5
"Snacks","Snacks, popcorn, unpopped kernels",73.12,12.69999981,375,10.87,0.910000026,10.57,0.64,4.31
"FORM BAR","FORM BAR,MASTERFOODS USA,SNICKERS MARATHON CHEWY CHOC PNUT",47.24,2.5,396,24.29,32.86000061,12.9,4.728,13.12
"FORM BAR","FORM BAR,MASTERFOODS USA,SNICKERS MARATHON MULTI GRAIN",55.12,2.799999952,406,18.49,33.04000092,7.99,4.794,13.18
"FORM","FORM,MASTERFOODS USA,SNICKERS MARATHON DOUBLE CHOC NUT BAR",52.47,10.5,343,22.35,22.67000008,14,4.847,8.99
"SNACKS","SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,PNUT BUTTER",64.69,2.599999905,463,5.88,44.29000092,7,10.411,20.78
"FORM BAR","FORM BAR,MASTERFOODS USA,SNICKERS MARATHON HONEY NUT OAT BAR",54.3,11,378,22.5,26.26000023,9.5,4.481,7.87
"SNACKS","SNACKS,M&M MARS,KUDOS WHL GRAIN BAR,M&M'S MILK CHOC",73.01,2.400000095,415,3.78,37.81000137,8,6.802,11.95
"FORM BAR","FORM BAR,MASTERFOODS USA,COCOAVIA,CHOC ALMOND SNACK BAR",51.68,5.199999809,347,7.72,27.03000069,22.9,4.326,14.19
"Snacks","Snacks, sweet potato chips",64.83,3.5,496,3.5,7,4,2.207,24.7
"Snacks","Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original",67.26,6.800000191,491,7.95,7.199999809,2.04,2.166,21.11
"SNACKS","SNACKS,POPCORN,MICROWAVE,REG (BUTTER) FLAVOR, W/PARHYD OIL",55.71,9.899999619,527,8.69,0.540000021,2.62,6.904,29.97
"Form Bar","Form Bar, MASTERFOODS, SNCKRS MARATH Prot Perf Bar, Crml Nut",53,10,402,25,28.75,9,4.375,10
"Form Bar","Form Bar, MASTERFOODS, SNICKERS Marathon Energy Bar, all",50.3,6.699999809,386,21.91,28.70999908,14,4.753,10.79
"Formulated bar","Formulated bar, POWER BAR, chocolate",69.63,5.699999809,363,14.15,30.06999969,9.83,1.32,3.11
"FORM BAR","FORM BAR,MASTERFOODS USA,COCOAVIA,CHOC BLUEBERRY SNACK BAR",57.87,4.599999905,325,6.21,33.40000153,20.1,3.87,9.27
"SNACKS","SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN SNACK,FRENCH ONION FLAVR",65.49,7.800000191,496,8.68,8.819999695,2.04,2.469,22.15
"SNACKS","SNACKS,FRITOLAY,SUNCHIPS,MULTIGRAIN,HARVEST CHEDDAR",64.7,8.100000381,491,8.08,7.050000191,2.5,2.892,22.22
"PRETZELS","PRETZELS,SOFT,UNSALTED",71.04,1.700000048,338,8.2,0.25,15,0.695,3.1
"Snacks","Snacks, soy chips or crisps, salted",53.15,3.5,376,26.5,1.799999952,8.5,0,7.35
"POPCORN","POPCORN,MICROWAVE,REG (BUTTER) FLAVOR,MADE W/ PALM OIL",55.69,9.899999619,528,8.69,0.540000021,2.62,13.634,30
"No Category","PLANTAIN CHIPS",57.32,4.199999809,559,1.69,0,2.33,9.412,35.94
"SNACKS","SNACKS,TORTILLA CHIPS,PLN,YEL CORN",67.31,4.699999809,492,7.18,0.970000029,2.3,2.462,21.57
"SOUP","SOUP,EGG DROP,CHINESE RESTAURANT",4.29,0,27,1.16,0,92.87,0.166,0.61
"SOUP","SOUP,HOT & SOUR,CHINESE RESTAURANT",4.35,0,39,2.58,0.419999987,90.65,0.229,1.21
"SOUP","SOUP,WONTON,CHINESE RESTAURANT",5.25,0,32,2.08,0.340000004,91.18,0.062,0.26
"CAMPBELL","CAMPBELL,CAMPBELL'S CHUNKY SOUPS,BF STEW - FULL",8.16,1.200000048,65,4.08,2.039999962,84.2,0.816,1.63
"CAMPBELL","CAMPBELL,CAMPBELL'S CHUNKY SOUPS,BF STROGANOF -",7.35,1.600000024,102,4.9,1.220000029,81,1.633,5.71
"CAMPBELL","CAMPBELL,CAMPBELL'S CHUNKY,HEALTHY REQUEST BF BARLEY SOUP",8.57,2,57,3.67,1.220000029,82.6,0.408,0.82
"CAMPBELL'S CHNKY","CAMPBELL'S CHNKY,HEALTHY REQUST MICROWAVBL ,CHICK NODLE SOUP",6.12,0.400000006,45,2.86,0.819999993,89.1,0.408,1.22
"CAMPBELL SOUPS","CAMPBELL SOUPS,HLTHY RQST MCRWVBL BWL,GRLL CHICK SSAGE GMB",8.16,1.200000048,53,3.27,1.629999995,86.8,0.408,1.02
"CAMPBELL","CAMPBELL,CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUES",8.16,1.200000048,49,2.45,0.819999993,81.1,0.204,0.82
"CAMPBELL","CAMPBELL,CAMPBELL'S CHUNKY SOUPS,RIGATONI & MEA",9.8,2.400000095,90,5.31,3.269999981,80.3,1.633,3.27
"CAMPBELL","CAMPBELL,CAMPBELL'S CHUNKY SOUPS,TURKEY POT PIE",8.57,1.600000024,82,4.49,1.629999995,82,0.612,3.27
"CAMPBELL","CAMPBELL,CAMPBELL'S RED & WHITE,CHEDDAR CHS SOU",8.87,0.800000012,81,1.61,1.610000014,83.2,1.613,4.03
"CAMPBELL","CAMPBELL,CAMPBELL'S RED & WHITE,CHICK BARLEY W/",12.7,2.400000095,71,3.17,1.590000033,81.8,0.397,1.19
"CAMPBELL","CAMPBELL,CAMPBELL'S RED & WHITE,ITALIAN STYLE W",9.52,2.400000095,71,3.17,1.590000033,83.2,0.794,1.98
"CAMPBELL","CAMPBELL,CAMPBELL'S RED & WHITE,SHREK SHAPED PA",8.73,2.400000095,56,3.17,0.790000021,85.7,0.397,1.59
"CAMPBELL","CAMPBELL,CAMPBELL'S RED & WHITE,SOUPER SHAPES S",8.73,2.400000095,56,3.17,0.790000021,85.7,0.397,1.59
"CAMPBELL","CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA",6.12,0.800000012,49,2.86,1.220000029,87.6,0.408,1.22
"CAMPBELL","CAMPBELL,CAMPBELL'S SEL MICROWAVEABLE BOWLS,HEA",7.76,1.200000048,53,3.27,1.220000029,87.7,0.204,1.02
"CAMPBELL","CAMPBELL, SEL SOUP,HARVEST TOMATO W/ BASIL SOUP",7.35,0.400000006,33,0.41,4.079999924,87.9,0,0
"CAMPBELL","CAMPBELL,CAMPBELL'S SEL SOUP,ZESTY AZTECA MEATB",6.94,0.800000012,45,2.04,1.629999995,87.2,0.408,1.22
"CAMPBELL","CAMPBELL,CAMPBELL'S SEL SOUPS,HEALTHY REQUEST C",5.31,0.800000012,41,2.86,0.409999996,89.9,0.408,1.02
"CAMPBELL","CAMPBELL,CAMPBELL'S SOUP AT HAND,25% LESS NA CH",3.61,0.699999988,26,1.31,0.660000026,93.5,0.164,0.66
"CAMPBELL","CAMPBELL,CAMPBELL'S SOUP AT HAND,25% LESS NA CL",8.85,0.699999988,39,0.98,4.920000076,89,0,0
"CAMPBEL","CAMPBEL,CAMPBELL'S SEL GOLD LABEL SOUPS,CREAMY",10.2,1.600000024,82,2.04,6.119999886,82.6,2.449,3.67
"CAMPBELL","CAMPBELL,CAMPBELL'S SEL GOLD LABEL SOUPS,ITALIA",7.76,1.200000048,37,1.22,5.710000038,89.3,0,0
"CAMPBELL","CAMPBELL,CAMPBELL'S SEL GOLD LABEL SOUPS,SOUTHW",10.61,0.800000012,61,1.22,2.859999895,84.9,0.204,1.22
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,PACE,PICO DE GALLO",9.38,0,31,0,6.25,88,0,0
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,PACE,SALSA VERDE",6.25,0,47,0,6.25,88.1,0,1.56
"CAMPBELL SOUP COMPANY","CAMPBELL SOUP COMPANY,PACE,TEQUILA LIME SALSA",9.38,0,47,0,6.25,88.6,0,0
