"Category","Description","Data.Carbohydrate","Data.Fiber","Data.Kilocalories","Data.Protein","Data.Sugar Total","Data.Water","Data.Fat.Saturated Fat","Data.Fat.Total Lipid"
"CORNED BEEF LOAF","CORNED BEEF LOAF,JELLIED",0,0,153,22.9,0,69.1,2.6,6.1
"DUTCH BRAND LOAF","DUTCH BRAND LOAF,CHICK,PORK & BF",3.93,0.300000012,273,12,0.899999976,58.1,9.043,22.91
"No Category","FRANKFURTER  BF",4.06,0,330,11.24,3.390000105,52.01,11.688,29.57
"No Category","FRANKFURTER  BF & PORK",1.72,0,305,11.53,0,55.96,10.77,27.64
"FRANKFURTER","FRANKFURTER,CHICK",2.74,0.400000006,223,15.51,0.529999971,62.5,3.856,16.19
"FRANKFURTER","FRANKFURTER,TURKEY",3.81,0,223,12.23,1.210000038,62.99,4.028,17.29
"HAM","HAM,CHOPPED,CANNED",0.28,0,239,16.06,0,60.77,6.28,18.83
"HAM","HAM,CHOPPED,NOT CANNED",4.2,0,180,16.5,0,65.3,3.422,10.3
"HAM","HAM,SLICED,EX LN",0.75,0,107,18.85,0,73.9,0.66,2.59
"HAM","HAM,SLICED,REG (APPROX 11% FAT)",3.83,1.299999952,163,16.6,0,67.27,2.936,8.6
"HAM","HAM,MINCED",1.85,0,263,16.28,0,57.35,7.18,20.68
"No Category","HAM SALAD SPREAD",10.65,0,216,8.68,0,62.6,5.06,15.53
"No Category","HAM&CHS LOAF OR ROLL",4,0,241,13.6,0,60.3,6.966,18.7
"No Category","HAM AND CHEESE SPREAD",2.28,0,245,16.18,0,59.13,8.62,18.53
"HEADCHEESE","HEADCHEESE,PORK",0,0,157,13.83,0,73.84,3.402,10.9
"No Category","HONEY LOAF  PORK  BF",9.98,0.800000012,125,11.12,0.170000002,70.47,1.449,4.47
"SAUSAGE","SAUSAGE,ITALIAN,PORK,RAW",0.65,0,346,14.25,0,51.08,11.27,31.33
"KIELBASA","KIELBASA,KOLBASSY,PORK,BF,NONFAT DRY MILK",2.81,0,309,12.23,1.600000024,54.58,9.233,27.29
"No Category","KNACKWURST  KNOCKWURST  PORK  BF",3.2,0,307,11.1,0,55.3,10.21,27.7
"No Category","LEBANON BOLOGNA  BF",0.44,0,172,19.03,0,65.77,2.794,10.44
"LIVER CHEESE","LIVER CHEESE,PORK",2.1,0,304,15.2,0,53.6,8.96,25.6
"LIVER SAUSAGE","LIVER SAUSAGE,LIVERWURST,PORK",2.2,0,326,14.1,0,52.1,10.6,28.5
"LUNCHEON MEAT","LUNCHEON MEAT,BEEF,LOAVED",2.9,0,308,14.4,0,52.5,11.18,26.2
"LUNCHEON MEAT","LUNCHEON MEAT,BF,THIN SLICED",2.59,0,117,17.94,0,72.53,1.101,3.4
"USDA CMDTY","USDA CMDTY,LUNCHEON MEAT,CND",1.04,0,189,17.5,0,65.87,3.944,12.77
"LUNCHEON MEAT","LUNCHEON MEAT,PORK,CANNED",2.1,0,334,12.5,0,51.5,10.79,30.3
"LUNCHEON MEAT","LUNCHEON MEAT,PORK,BEEF",2.33,0,353,12.59,0,49.28,11.59,32.16
"MORTADELLA","MORTADELLA,BEEF,PORK",3.05,0,311,16.37,0,52.3,9.51,25.39
"OLIVE LOAF","OLIVE LOAF,PORK",9.2,0,235,11.8,0,58.2,5.85,16.5
"PASTRAMI","PASTRAMI,TURKEY",1.79,0.100000001,133,16.3,3.339999914,71.73,1.699,6.21
"PATE","PATE,CHICKEN LIVER,CANNED",6.55,0,201,13.45,0,65.64,4,13.1
"PATE","PATE,GOOSE LIVER,SMOKED,CND",4.67,0,462,11.4,0,37.04,14.45,43.84
"PATE","PATE,LIVER,NOT SPECIFIED,CND",1.5,0,319,14.2,0,53.9,9.57,28
"No Category","PEPPERED LOAF  PORK  BF",4.53,0,149,17.3,4.610000134,67.4,2.28,6.37
"PEPPERONI","PEPPERONI,PORK,BEEF",0,0,494,22.68,0,30.72,14.86,43.98
"PICKLE&PIMIENTO LOAF","PICKLE&PIMIENTO LOAF,PORK",8.46,1.5,225,11.23,8.460000038,60.29,5.287,15.95
"POLISH SAUSAGE","POLISH SAUSAGE,PORK",1.63,0,326,14.1,0,53.15,10.33,28.72
"LUXURY LOAF","LUXURY LOAF,PORK",4.9,0,141,18.4,0,68.2,1.58,4.8
"MOTHER'S LOAF","MOTHER'S LOAF,PORK",7.53,0,282,12.07,0,54.9,7.95,22.3
"PICNIC LOAF","PICNIC LOAF,PORK,BEEF",4.76,0,232,14.92,0,60.2,6.07,16.64
"PORK SAUSAGE","PORK SAUSAGE,FRSH,RAW",0,0,304,15.09,0,56.22,8.796,26.53
"PORK SAUSAGE","PORK SAUSAGE,FRSH,CKD",0,0,339,19.43,0,49.78,9.131,28.36
"PORK&BF SAUSAGE","PORK&BF SAUSAGE,FRSH,CKD",2.7,0,396,13.8,0,44.55,12.96,36.25
"TURKEY SAUSAGE","TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",10.77,0.300000012,200,17,0,59.59,2.871,10.3
"No Category","POULTRY SALAD SNDWCH SPRD",7.41,0,200,11.64,0,66.17,3.45,13.52
"No Category","SALAMI  CKD  BF",1.9,0,261,12.6,1.5,60,9.865,22.2
"SALAMI","SALAMI,CKD,BF&PORK",2.4,0,336,21.85,0.959999979,45.19,9.316,25.9
"SALAMI","SALAMI,COOKED,TURKEY",0.77,0.100000001,168,19.3,1.120000005,68.93,2.783,9.21
"SALAMI","SALAMI,DRY OR HARD,PORK",1.6,0,407,22.58,0,36.18,11.89,33.72
"SALAMI","SALAMI,DRY OR HARD,PORK,BF",3.8,0,385,23.2,0,37.15,10.612,30.05
"SANDWICH SPREAD","SANDWICH SPREAD,PORK,BEEF",11.94,0.200000003,235,7.66,0,60.28,5.977,17.34
"SMOKED LINK SAUSAGE","SMOKED LINK SAUSAGE,PORK",0.18,0,307,11.98,0.939999998,56.49,9.313,28.23
"SAUSAGE","SAUSAGE,SMOKED LINK SAUSAGE,PORK & BF",2.42,0,320,12,0,53.97,9.769,28.73
"SMOKED LINK SAUSAGE","SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK",3.97,0,268,13.97,3,57.4,7.82,21.43
"SMOKED LINK SAUSAGE","SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK",1.92,0,313,13.28,0,53.91,9.72,27.61
"THURINGER","THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK",3.33,0,362,17.45,0.850000024,45.18,11.51,30.43
"No Category","TURKEY BREAST MEAT",4.21,0.5,104,17.07,3.50999999,74.07,0.333,1.66
"TURKEY HAM","TURKEY HAM,CURED TURKEY THIGH MEAT",2.04,0.200000003,126,17.5,1.429999948,71.92,1.526,4.84
"TURKEY ROLL","TURKEY ROLL,LIGHT MEAT",5.03,0,98,14.79,0,74.87,0.318,1.66
"TURKEY ROLL","TURKEY ROLL,LT&DK MEAT",2.13,0,149,18.14,0,70.15,2.04,6.99
"SAUSAGE","SAUSAGE,VIENNA,CND,CHICK,BF,PORK",2.6,0,230,10.5,0,64.9,7.125,19.4
"HONEY ROLL SAUSAGE","HONEY ROLL SAUSAGE,BEEF",2.18,0,182,18.58,0,64.78,4.08,10.5
"SAUSAGE","SAUSAGE,ITALIAN,PORK,CKD",4.27,0.100000001,344,19.12,0.860000014,47.13,9.535,27.31
"LUNCHEON SAUSAGE","LUNCHEON SAUSAGE,PORK&BF",1.58,0,260,15.38,0,58.62,7.62,20.9
"NEW ENGLAND BRAND SAUSAGE","NEW ENGLAND BRAND SAUSAGE,PORK,BF",4.83,0,161,17.27,0,66.77,2.56,7.58
"OSCAR MAYER","OSCAR MAYER,BOLOGNA (CHICK,PORK,BF)",2.4,0,318,10.9,1.399999976,53.7,10.49,29.4
"OSCAR MAYER","OSCAR MAYER,BOLOGNA (BEEF)",2.45,0,316,11.05,1.399999976,54.15,12.85,29.1
"OSCAR MAYER","OSCAR MAYER,BOLOGNA (BEEF LIGHT)",5.6,0,200,11.75,2.299999952,65,5.82,14.5
"OSCAR MAYER","OSCAR MAYER,BOLOGNA (FAT FREE)",6,0,79,12.6,2.200000048,78,0.235,0.6
"No Category","OSCAR MAYER  BOLOGNA LIGHT (PORK  CHICK  BEEF)",5.7,0,202,11.5,2.599999905,64.75,5.62,14.75
"No Category","OSCAR MAYER. BOLOGNA (WISCONSIN MADE RING)",2.6,0,313,11.8,2.200000048,54.7,11.14,28.4
"OSCAR MAYER","OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SLICED)",2.6,0.200000003,331,14.25,1.200000048,50.5,10.94,29.35
"OSCAR MAYER","OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SAREN TUBE)",2.3,0.100000001,341,14.2,0.699999988,49.6,10.89,30.6
"No Category","OSCAR MAYER  CHICKEN BREAST (HONEY GLAZED)",3.95,0,109,19.85,4.300000191,70.4,0.394,1.5
"OSCAR MAYER","OSCAR MAYER,CHICK BREAST (OVEN RSTD,FAT FREE)",1.7,0,85,18.3,0.899999976,75.8,0.17,0.6
"No Category","OSCAR MAYER  HAM & CHEESE LOAF",3.75,0,234,13.85,3.299999952,60.5,6.561,18.2
"OSCAR MAYER","OSCAR MAYER,HAM (CHOPPED W/ NAT JUICE)",3.65,0,180,16.3,2.200000048,65.25,4.056,11.15
"No Category","OSCAR MAYER  HAM (WATER ADDED  BKD CKD 96% FAT FREE)",1.83,0,104,16.3,1,74.45,0.851,3.52
"OSCAR MAYER","OSCAR MAYER,HAM (H2O ,BLD)",1.2,0,104,16.6,0.300000012,74.6,1.247,3.7
"OSCAR MAYER","OSCAR MAYER,HAM (H2O ,HONEY)",3.1,0,111,16.7,3.099999905,72.7,1.167,3.5
"OSCAR MAYER","OSCAR MAYER,HAM (H2O ,SMOKED,CKD)",0.1,0,99,16.6,0.100000001,75.8,1.222,3.6
"OSCAR MAYER","OSCAR MAYER,HAM (40%HAM/WATER PRODUCT,SMOKED,FAT FREE)",1.9,0,72,14.6,1.100000024,79.2,0.221,0.7
"OSCAR MAYER","OSCAR MAYER,HEAD CHEESE",0,0,185,15.7,0,67.5,4.299,13.5
"OSCAR MAYER","OSCAR MAYER,LIVER CHS,PORK FAT WRAPPED",2.6,0,313,15.2,1.299999952,52.2,9.3,26.4
"OSCAR MAYER","OSCAR MAYER,LUNCHEON LOAF (SPICED)",7,0,234,13.5,4.599999905,58.6,5.367,16.9
"OSCAR MAYER","OSCAR MAYER,OLD FASHIONED LOAF",8,0,231,13.1,4.599999905,58.9,5.6,16.3
"OSCAR MAYER","OSCAR MAYER,OLIVE LOAF (CHICK,PORK,TURKEY)",6.9,0,263,9.9,3.200000048,57.5,7.02,21.8
"OSCAR MAYER","OSCAR MAYER,PICKLE PIMIENTO LOAF (W/CHICK)",9.1,0,269,9.6,6.900000095,55.8,6.99,21.6
"OSCAR MAYER","OSCAR MAYER,PORK SAUSAGE LINKS (CKD)",1,0,343,16.3,0.899999976,49.5,10.69,30.5
"OSCAR MAYER","OSCAR MAYER,SALAMI BF COTTO",1.9,0,206,14.2,1.100000024,64.5,6.74,15.7
"OSCAR MAYER","OSCAR MAYER,SALAMI COTTO (BF,PORK,CHICK)",2.2,0,245,13.4,1.5,60.6,8.47,20.3
"OSCAR MAYER","OSCAR MAYER,SALAMI (FOR BEER)",1.9,0,225,13.5,1.100000024,62.9,6.388,18.2
"OSCAR MAYER","OSCAR MAYER,SALAMI (GENOA)",1.2,0,388,20.7,0.200000003,39.1,12.04,33.3
"OSCAR MAYER","OSCAR MAYER,SALAMI (HARD)",1.6,0,368,25.9,0.200000003,38.25,11.085,28.7
"OSCAR MAYER","OSCAR MAYER,SNDWCH SPRD (PORK,CHICK,BF)",15.4,0.300000012,237,6.5,7.900000095,59.2,5.754,16.6
"OSCAR MAYER","OSCAR MAYER,SMOKIE LINKS SAUSAGE",1.7,0,302,12.4,1.600000024,55.5,9.38,27.3
"No Category","OSCAR MAYER  SMOKIES (BEEF)",1.95,0,296,12.25,1.399999976,56.3,11.25,26.65
"OSCAR MAYER","OSCAR MAYER,SMOKIES (CHS)",1.8,0,303,12.9,1.5,54.9,10.16,27.1
"OSCAR MAYER","OSCAR MAYER,SMOKIES SAUSAGE LITTLE (PORK,TURKEY)",1.8,0,301,12.4,1.399999976,55.5,9.444,27.1
"OSCAR MAYER","OSCAR MAYER,SMOKIES SAUSAGE LITTLE CHS (PORK,TURKEY)",1.7,0,315,13.5,0.300000012,53.2,11.16,28.2
"OSCAR MAYER","OSCAR MAYER,SMMR SAUSAGE BF THURINGER CERVELAT",1.9,0,309,14.6,1.100000024,52.5,11.8,27
"OSCAR MAYER","OSCAR MAYER,SMMR SAUSAGE THURINGER CERVALAT",0.9,0,304,14.9,0.5,53.3,10.727,26.7
"OSCAR MAYER","OSCAR MAYER,TURKEY BREAST (SMOKED,FAT FREE)",3.6,0,80,14.9,1.100000024,77.5,0.18,0.6
"OSCAR MAYER","OSCAR MAYER,WIENERS (PORK,TURKEY)",2.7,0,327,10.95,1.799999952,53.35,9.467,29.9
"OSCAR MAYER","OSCAR MAYER,WIENERS (BEEF FRANKS)",2.35,0,327,11.35,1.600000024,53.22,12.46,30.26
"No Category","OSCAR MAYER  WIENERS (BEEF FRANKS  BUN LENGTH)",2.65,0,324,11.1,1.799999952,53.15,12.53,30.1
"OSCAR MAYER","OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)",5.1,0,78,13.2,3.799999952,78,0.225,0.5
"OSCAR MAYER","OSCAR MAYER,WIENERS (BEEF FRANKS,LIGHT)",4.1,0,193,10.7,2.099999905,66.8,6.32,14.9
"OSCAR MAYER","OSCAR MAYER,WIENERS (CHEESE HOT DOGS W/ TURKEY)",2.8,0,318,12,1.799999952,52.9,10.025,28.7
"OSCAR MAYER","OSCAR MAYER,WIENERS (FAT FREE HOT DOGS)",4.3,0,73,12.6,2.099999905,78.8,0.2,0.6
"OSCAR MAYER","OSCAR MAYER,WIENERS (LIGHT PORK,TURKEY,BEEF)",2.8,0,194,12.1,1.5,66.7,5.199,14.9
"OSCAR MAYER","OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)",2.3,0,311,10.9,1.600000024,55,11.15,28.7
"LOUIS RICH","LOUIS RICH,CHICK BREAST CLASSIC BKD /GRILL (CARVING BOARD)",3.7,0,98,19.7,0.699999988,72.9,0.162,0.5
"LOUIS RICH","LOUIS RICH,CHICK BREAST (OVEN RSTD DELUXE)",2.5,0,101,18.3,1.5,73.7,0.541,2
"LOUIS RICH","LOUIS RICH,CHICK (WHITE,OVEN RSTD)",2.3,0,128,17,1,71.5,1.452,5.6
"LOUIS RICH","LOUIS RICH,FRANKS (TURKEY & CHICK CHEESE)",5.1,0,201,12.7,1.700000048,63.9,5.19,14.5
"LOUIS RICH","LOUIS RICH,FRANKS (TURKEY & CHICKEN)",5.3,0,188,11.2,1.5,66.9,3.839,13.5
"No Category","LOUIS RICH  TURKEY BACON",1.7,0,250,15.1,1.799999952,59,5.27,20.3
"LOUIS RICH","LOUIS RICH,TURKEY BOLOGNA",4.85,0,184,11.3,1.200000048,67.55,3.79,13.2
"LOUIS RICH","LOUIS RICH,TURKEY BREAST & WHITE TURKEY (OVEN ROASTED)",3.25,0,99,17.1,0.800000012,74.75,0.468,2
"LOUIS RICH","LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)",2.4,0,100,17.6,1.100000024,74.8,0.63,2.3
"LOUIS RICH","LOUIS RICH,TURKEY (HONEY RSTD,FAT FREE)",4.5,0,102,19.3,3.900000095,72,0.234,0.8
"LOUIS RICH","LOUIS RICH,TURKEY BREAST (OVEN RSTD,FAT FREE)",4.5,0,84,15,1.700000048,76.5,0.205,0.7
"LOUIS RICH","LOUIS RICH,TURKEY BREAST (OVEN RSTD,PORTION FAT FREE)",1.9,0,90,19.1,0.400000006,74.8,0.207,0.7
"LOUIS RICH","LOUIS RICH,TURKEY BREAST (SMOKED,CARVING BOARD)",1.6,0,94,19.7,0.300000012,74.3,0.3,1
"LOUIS RICH","LOUIS RICH,TURKEY BREAST (SMOKED,PORTION FAT FREE)",2.2,0,93,19.3,0.600000024,74,0.234,0.8
"LOUIS RICH","LOUIS RICH,TURKEY HAM (10% H2O)",0.9,0,113,18.2,0.899999976,73.1,1.06,4.1
"LOUIS RICH","LOUIS RICH,TURKEY NUGGETS/STICKS (BREADED)",15.4,0.5,276,14.3,0,50.7,3.39,17.5
"LOUIS RICH","LOUIS RICH,TURKEY SALAMI",0.4,0,147,15.3,0.400000006,71.9,2.783,9.4
"LOUIS RICH","LOUIS RICH,TURKEY SALAMI COTTO",0.9,0,149,15,0.400000006,71.4,2.9,9.5
"LOUIS RICH","LOUIS RICH,TURKEY SMOKED SAUSAGE",3.15,0,161,14.8,2.799999952,69.1,2.67,9.9
"BUTCHER BOY MEATS","BUTCHER BOY MEATS,INC.,TURKEY FRANKS",4.66,0.200000003,239,13.45,2.49000001,59.06,5.86,18.17
"CARL BUDDIG","CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED",1,0,142,19.3,0,69.1,2.8,6.8
"CARL BUDDIG","CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT",0.7,0,165,17.9,0,68.2,2.6,10.1
"CARL BUDDIG","CARL BUDDIG,SMOKED SLICED BF",0.6,0,139,19.3,0,69.4,2.6,6.5
"CARL BUDDIG","CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT",1.8,0,160,17.5,0,68.2,3.1,9.1
"CARL BUDDIG. CKD SMOKED BF PASTRAMI","CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",1,0,141,19.6,0,69.8,3,6.5
"CARL BUDDIG","CARL BUDDIG,SMOKED SLICED HAM",1.1,0,163,18.5,0,67,3.1,9.3
"No Category","HORMEL SPAM  LUNCHEON MEAT  PORK W/ HAM  MINCED  CND",3.03,0,310,13.24,0,52.6,9.88,27.24
"HORMEL SPAM","HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED",1.35,0,191,15.23,1.25999999,65.72,4.49,13.9
"No Category","HORMEL PILLOW PAK SLICED TURKEY PEPPERONI",3.78,0,243,30.99,0,47.84,3.7,11.52
"No Category","HORMEL WRANGLER BEEF FRANKS",2.11,0,290,12.58,1.669999957,56.67,10.62,25.69
"TURKEY","TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED",11.5,0.600000024,101,8,0,76.3,0.85,2.5
"USDA COMMODITY","USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIES,FRZ,CKD",0,0,267,19.76,0,58.66,5.532,20.26
"FRANKFURTER","FRANKFURTER,BF,PORK,& TURKEY,FAT FREE",11.21,0,109,12.5,0,71.5,0.5,1.59
"LUNCHEON MEAT","LUNCHEON MEAT,PORK,HAM,&CHICK,MINCD,CND,RED NA,VIT C, (SPAM)",3.4,0,293,12.5,0,55.5,8.873,25.1
"USDA COMMODITY","USDA COMMODITY,PORK SAUSAGE,BULK/LINKS/PATTIES,FRZ,RAW",0,0,231,14.95,0,64.92,4.968,18.56
"LUNCHEON MEAT","LUNCHEON MEAT,PORK W/HAM,MINCED,CND,INCL SPAM (HORMEL)",4.6,0,315,13.4,0,51.7,9.987,26.6
"LUNCHEON MEAT","LUNCHEON MEAT,PORK&CHICK,MINCED,CND,INCL SPAM LITE",1.35,0,196,15.23,1.25999999,65.72,4.514,13.9
"No Category","BRATWURST  VEAL  CKD",0,0,341,13.99,0,53.51,14.94,31.7
"No Category","LIVERWURST SPRD",5.89,2.5,305,12.38,1.649999976,53.53,9.925,25.45
"No Category","ROAST BF SPRD",3.73,0.200000003,223,15.27,0.709999979,61.7,6.4,16.28
"No Category","SALAMI  PORK  BF  LESS NA",15.38,0.200000003,396,15.01,6.210000038,33.74,10.58,30.5
"No Category","SAUSAGE  ITALIAN  SWT  LINKS",2.1,0,149,16.13,0,71.6,3.257,8.42
"No Category","SAUSAGE  POLISH  BF W/ CHICK  HOT",3.6,0,259,17.6,0,55.2,8.01,19.4
"No Category","SAUSAGE  POLISH  PORK & BF  SMOKED",1.98,0,301,12.07,0,56.58,9.207,26.56
"No Category","SAUSAGE  PORK & BF  W/ CHEDDAR CHS  SMOKED",2.13,0,296,12.89,0.109999999,56.11,9.482,25.84
"No Category","SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS",1.82,0.200000003,426,19.43,0.119999997,36.2,10.47,37.91
"No Category","SAUSAGE  TURKEY  BRKFST LINKS  MILD",1.56,0,231,15.42,0,63.12,3.839,18.09
"No Category","SWISSWURST  PORK & BF  W/ SWISS CHS  SMOKED",1.6,0,307,12.69,0,55.31,0,27.37
"No Category","BACON & BF STKS",0.8,0,517,29.1,0.800000012,21.6,16,44.2
"No Category","BRATWURST  BF & PORK  SMOKED",2,0,297,12.2,0,56.65,6.08,26.34
"BRATWURST","BRATWURST,CHICK,CKD",0,0,176,19.44,0,70.28,0,10.35
"No Category","BRATWURST  PORK  BF & TURKEY  LITE  SMOKED",1.62,0,186,14.45,1.570000052,65.89,0,13.53
"No Category","PASTRAMI  BF  98% FAT-FREE",1.54,0,95,19.6,0,74.3,0,1.16
"No Category","SALAMI  ITALIAN  PORK",1.2,0,425,21.7,1.200000048,34.6,13.1,37
"No Category","SAUSAGE  ITALIAN  TURKEY  SMOKED",4.65,0.899999976,158,15.05,3.200000048,68.5,0,8.75
"No Category","SAUSAGE  CHICK  BF  PORK  SKINLESS  SMOKED",8.1,0,216,13.6,1.899999976,60.5,4.8,14.3
"No Category","SAUSAGE  TURKEY  HOT  SMOKED",4.65,0.899999976,158,15.05,3.200000048,68.5,3.401,8.75
"YACHTWURST","YACHTWURST,W/ PISTACHIO NUTS,CKD",1.4,0,268,14.8,0,58.2,7.9,22.6
"No Category","BEERWURST  PORK & BF",4.27,0.899999976,276,14,0,56.71,8.438,22.53
"No Category","CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED",2.25,0,80,16.8,0.200000003,76.73,0.13,0.39
"No Category","CHICKEN BREAST  OVEN-ROASTED  FAT-FREE  SLICED",2.17,0,79,16.79,0.100000001,76.71,0.13,0.39
"KIELBASA","KIELBASA,POLISH,TURKEY & BF,SMOKED",3.9,0,226,13.1,0,62,6.23,17.6
"No Category","OVEN-ROASTED CHICK BREAST ROLL",1.79,0,134,14.59,0.430000007,72.98,2.48,7.65
"No Category","BOLOGNA  PORK & TURKEY  LITE",3.45,0,211,13.06,0,64.87,5.46,16.06
"No Category","BOLOGNA  PORK  TURKEY & BF",6.66,0,336,11.56,1.350000024,45.37,11.7,29.25
"No Category","HAM  HONEY  SMOKED  CKD",7.27,0,122,17.93,0,69.94,1.167,2.37
"FRANKFURTER","FRANKFURTER,PORK",0.28,0.100000001,269,12.81,0,59.85,8.719,23.68
"No Category","MACARONI & CHS LOAF  CHICK  PORK & BF",11.63,0,228,11.76,0,57.63,5.614,14.96
"No Category","SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA",6.4,0,350,21.8,0,40.5,9.75,26.4
"No Category","PATE  TRUFFLE FLAVOR",6.3,0,327,11.2,0,51.8,10.1,28.5
"TURKEY","TURKEY,BREAST,SMOKED,LEMON PEPPER FLAVOR,97% FAT-FREE",1.31,0,95,20.9,0,73.5,0.22,0.69
"No Category","TURKEY  WHITE  ROTISSERIE  DELI CUT",7.7,0.400000006,112,13.5,4,72,0.118,3
"No Category","FRANKFURTER  BF  HTD",3.77,0,326,11.54,3.390000105,52.18,11.436,29.46
"No Category","FRANKFURTER  MEAT  HTD",4.9,0,278,9.77,0,57.82,0,24.31
"No Category","FRANKFURTER  MEAT",4.17,0,290,10.26,0,56.31,0,25.76
"SCRAPPLE","SCRAPPLE,PORK",14.06,0.300000012,213,8.06,0.200000003,62.47,4.732,13.87
"BOLOGNA","BOLOGNA,CHICK,TURKEY,PORK",5.65,0,298,9.88,0,55.25,7.99,26.18
"PORK SAUSAGE","PORK SAUSAGE,PRE-COOKED",0,0,378,14.49,0,47.97,11.662,35.04
"BEEF SAUSAGE","BEEF SAUSAGE,PRE-COOKED",0.03,0,405,15.5,0,43.75,15.098,37.57
"TURKEY SAUSAGE","TURKEY SAUSAGE,FRSH,RAW",0.47,0,155,18.79,0,70.42,1.963,8.08
"BEEF SAUSAGE","BEEF SAUSAGE,FRSH,CKD",0.35,0,332,18.21,0,51.12,10.905,27.98
"PORK & TURKEY SAUSAGE","PORK & TURKEY SAUSAGE,PRE-COOKED",3.63,0,342,12.05,0,50.68,9.881,30.64
"TURKEY SAUSAGE","TURKEY SAUSAGE,FRSH,CKD",0,0,196,23.89,0,65.06,2.266,10.44
"BOLOGNA","BOLOGNA,CHICK,PORK,BF",5.61,0,272,11.33,0,56.42,6.997,22.73
"BOLOGNA","BOLOGNA,CHICK,PORK",4.19,0,336,10.31,0,50.85,9.863,30.61
"CEREALS RTE","CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN ORIGINAL",74.24,29.29999924,260,13.14,15.68999958,2.12,0.63,4.9
"CEREALS RTE","CEREALS RTE,OATS,CORN PUFFED MIXTURE,PRESWEETENED",83.5,4.099999905,405,8.5,39,1.3,0.8,4.1
"CEREALS RTE","CEREALS RTE,KELLOGG,KELLOGG'S APPL JACKS",90.04,1.600000024,390,4.22,41.65000153,2.98,0.254,1.35
"CEREALS RTE","CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS",80,43,250,7,27,3,0.4,2.15
"CEREALS RTE","CEREALS RTE,QUAKER,CAP'N CRUNCH",84.78,2.5,402,4.37,43.84000015,2.5,4.2,5.89
"CEREALS RTE","CEREALS RTE,QUAKER,CAP'N CRUNCH W/ CRUNCHBERRIES",85.19,2.5,402,4.41,44.72999954,2.5,3.91,5.64
"CEREALS RTE","CEREALS RTE,QUAKER,CAP'N CRUNCH'S PNUT BUTTER CRUNCH",78.72,2.700000048,416,7.1,33.11999893,2.5,4.01,9.16
"CEREALS RTE","CEREALS RTE,GENERAL MILLS,CHEERIOS",74.68,10.10000038,367,11.33,4.019999981,3.76,0.954,5.9
"CEREALS RTE","CEREALS RTE,KELLOGG,KELLOGG'S COCOA KRISPIES",86.05,1.899999976,381,5.22,33.95999908,2.81,1.99,2.9
"CEREALS RTE","CEREALS RTE,RICE,PUFFED,PRESWEETENED,W/ COCOA,SINGLE BRAND",87.9,1.600000024,398,3.5,44,2.9,3.7,4.2
"CEREALS RTE","CEREALS RTE,GENERAL MILLS,COOKIE CRISP",86.67,4,400,3.33,43.33000183,2.3,0,5
"CEREALS RTE","CEREALS RTE,QUAKER,QUAKER CRUNCHY BRAN",84.11,17.29999924,333,6.4,20.75,2,2.033,4.07
"CEREALS RTE","CEREALS RTE,GENERAL MILLS,CORN CHEX",85.06,4,367,6.67,10,2.5,0.381,1.67
"CEREALS RTE","CEREALS RTE,KELLOGG,KELLOGG'S CORN FLAKES",87.11,2.5,361,6.61,10.5,3.76,0.19,0.59
"CEREALS RTE","CEREALS RTE,CORN FLAKES,LO NA",88.8,1.100000024,399,7.7,6.110000134,3,0.041,0.3
"CEREALS RTE","CEREALS RTE,KELLOGG,KELLOGG'S CRACKLIN' OAT BRAN",71.8,12.69999981,402,8,32,3,6.1,13.9
"CEREALS RTE","CEREALS RTE,RALSTON CRISPY RICE",86.22,0.699999988,364,6.69,7.650000095,3.62,0.36,1.26
"CEREALS RTE","CEREALS RTE,GENERAL MILLS,WHEATIES RAISIN BRAN",81,9,333,7,33,7,0.4,1.7
"CEREALS RTE","CEREALS RTE,KELLOGG'S ALL-BRAN COMPLETE WHEAT FLAKES",79,17.5,318,10,17,3,0.4,2
